title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
NEON Woody plant survey data: ACCE DTP analytical subset,"This data product, sourced from the NEON data portal for the purposes of the ACCE DTP tutorial, contains processed indiviudal level data from measurements of woody individuals and shrubs",2024-04-17,"National Ecological Observatory Network. 2020. Data Products: DP1.10098.001. Provisional data downloaded from http://data.neonscience.org on 2020-01-15. Battelle, Boulder, CO, USA","plants, shrubs, trees, productivity, vegetation",CC-0,National Science Foundation,NEON Domain areas D01:D09,47.16582,-66.82463,17.95570,-99.11107,NA,2015-05-18,2018-11-16
